customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4735-BJKOU,Female,False,False,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.15,804.85,False
2499-AJYUA,Female,True,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.8,7882.25,False
3936-QQFLL,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.75,39.3,False
3251-YMVWZ,Male,False,False,False,53,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.05,1301.9,False
8879-XUAHX,Male,False,True,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,116.25,8564.75,False
2604-IJPDU,Female,False,True,False,20,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Electronic check,96.55,1901.65,False
4320-QMLLA,Male,False,False,False,7,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Mailed check,54.85,370.4,False
5609-IMCGG,Female,False,False,False,15,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),84.35,1302.65,False
1820-DJFPH,Female,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.05,1709.15,False
8859-AXJZP,Male,False,True,True,39,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,23.8,903.8,False
3284-SVCRO,Female,False,True,False,45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.5,1121.05,False
8739-XNIKG,Female,False,False,False,5,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.0,424.75,False
6810-VCAEX,Female,False,False,False,47,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Credit card (automatic),39.65,1798.65,False
4396-KLSEH,Male,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.85,63.0,False
9079-LWTFD,Male,False,False,False,47,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,False,Mailed check,100.75,4669.2,False
9921-EZKBY,Male,False,False,True,33,True,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),95.3,3275.15,False
8404-VLQFB,Female,False,True,True,15,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,25.25,394.85,False
0130-SXOUN,Male,False,False,False,66,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Credit card (automatic),89.4,5976.9,False
8780-IXSTS,Female,False,False,False,6,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.1,521.3,True
3824-RHKVR,Female,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,340.35,False
2359-KLTEK,Female,False,True,True,41,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),94.9,3848.0,False
1091-SOZGA,Female,False,True,True,56,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),99.8,5515.45,False
2155-AMQRX,Female,False,False,False,28,True,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),54.9,1505.15,False
3704-IEAXF,Female,False,True,True,72,False,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),53.65,3784.0,False
7312-XSBAT,Male,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,49.75,49.75,False
4010-YLMVT,Female,False,False,False,56,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),106.6,5893.95,False
5915-ANOEI,Male,False,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,79.15,5536.5,False
8679-LZBMD,Male,False,True,False,44,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,True,Bank transfer (automatic),90.65,3974.15,False
2372-HWUHI,Male,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.35,81.25,True
7162-WPHPM,Male,False,True,True,58,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Credit card (automatic),71.6,4230.25,False
8822-KNBHV,Female,False,False,False,48,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),83.45,3887.85,False
0315-LVCRK,Male,False,False,False,11,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,84.8,888.75,False
8263-QMNTJ,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,115.55,8425.3,False
0526-SXDJP,Male,False,True,False,72,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,False,Bank transfer (automatic),42.1,2962.0,False
5201-USSQZ,Female,False,True,False,26,True,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,False,Credit card (automatic),85.9,2196.45,False
4132-POCZS,Male,False,True,False,52,False,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,39.9,2020.9,False
9257-AZMTZ,Female,False,True,True,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.1,1078.75,False
5447-VYTKW,Male,False,False,False,27,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Mailed check,53.45,1461.45,False
5960-WPXQM,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.05,79.05,True
2826-UWHIS,Male,False,True,False,45,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),81.4,3775.85,False
7251-XFOIL,Female,False,False,False,61,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Mailed check,89.2,5500.6,False
6923-JHPMP,Female,False,False,False,2,True,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Electronic check,80.45,137.1,False
1373-ORVIZ,Female,False,True,True,11,True,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,66.35,740.8,True
8220-OCUFY,Female,False,False,False,21,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,True,Electronic check,60.25,1258.35,False
9488-HGMJH,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.15,71.15,True
2446-BEGGB,Female,True,False,False,6,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.25,560.6,True
5781-RFZRP,Male,False,True,False,71,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Credit card (automatic),73.5,5357.75,False
0973-KYVNF,Female,False,True,True,72,True,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,True,Credit card (automatic),70.65,5011.15,False
3740-RLMVT,Male,True,True,False,67,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),60.95,4119.4,False
5837-LXSDN,Female,False,True,True,21,True,No,DSL,No,Yes,No,No,Yes,No,One year,True,Credit card (automatic),58.85,1215.45,False
0404-AHASP,Male,False,True,False,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.7,1421.9,False
1934-MKPXS,Male,False,True,True,33,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.1,620.55,False
3049-SOLAY,Female,False,True,False,3,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.2,292.85,True
8914-RBTSB,Male,False,True,False,31,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,False,Electronic check,93.8,3019.5,True
1925-LFCZZ,Male,True,False,False,55,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),50.05,2743.45,False
8372-JUXUI,Male,False,False,True,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,74.35,True
5863-OOKCL,Female,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,163.2,False
8262-COGGB,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.45,20.45,False
3320-VEOYC,Male,True,False,False,14,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.6,1273.3,False
1096-ADRUX,Female,False,True,True,66,True,Yes,Fiber optic,No,No,No,No,No,No,One year,True,Bank transfer (automatic),74.25,4859.25,False
5668-MEISB,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),106.1,7657.4,False
4801-JZAZL,Female,False,True,True,11,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,29.6,346.45,False
6578-KRMAW,Male,False,False,False,32,True,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),93.4,2979.3,False
8884-ADFVN,Male,True,True,False,7,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.95,700.85,True
6933-VLYFX,Male,False,True,True,31,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Electronic check,59.95,1848.8,False
4825-XJGDM,Female,False,False,False,61,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Credit card (automatic),43.7,2696.55,False
1846-XWOQN,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.15,70.15,True
8089-UZWLX,Female,True,False,False,71,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,False,Bank transfer (automatic),104.05,7413.55,False
5940-AHUHD,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,70.6,70.6,True
0432-CAJZV,Male,False,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,90.7,237.65,False
3249-ZPQRG,Male,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,78.45,330.05,True
6726-WEXXK,Male,True,True,False,27,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,True,Electronic check,85.9,2220.1,False
2984-AFWNC,Female,False,False,False,3,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,95.4,293.15,False
9122-UMROB,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.3,20.3,False
0238-WHBIQ,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.7,6339.3,False
2405-LBMUW,Female,False,True,True,61,False,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Bank transfer (automatic),50.7,3088.75,False
5153-LXKDT,Male,False,True,True,68,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,110.2,7467.5,False
3007-FDPEA,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.7,39.85,False
2791-SFVEW,Female,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.15,238.15,False
6265-FRMTQ,Male,False,False,False,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.4,609.1,False
6680-WKXRZ,Female,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),74.4,215.8,True
3174-RKMOW,Male,False,True,True,35,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,109.95,3782.4,False
0829-DDVLK,Female,False,False,False,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.1,302.45,False
1415-YFWLT,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.3,89.3,True
7599-FKVXZ,Male,False,True,False,42,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),106.15,4512.7,True
5692-FPTAH,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.4,45.4,True
0020-INWCK,Female,False,True,True,71,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,True,Credit card (automatic),95.75,6849.4,False
3170-NMYVV,Female,False,True,True,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.15,930.9,False
8807-OPMBM,Female,False,True,True,55,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.65,1388.0,False
3557-HTYWR,Female,False,False,False,47,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,False,Mailed check,74.05,3496.3,False
7552-KEYGT,Male,False,True,False,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.55,520.55,False
6061-PQHMK,Female,False,False,False,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.9,527.5,False
6907-NZZIJ,Female,False,False,False,36,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.15,3615.6,True
2252-ISRNH,Male,False,True,True,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Electronic check,90.35,767.9,False
0481-SUMCB,Female,True,False,False,45,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),102.15,4735.35,False
4737-HOBAX,Male,False,True,False,63,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),79.8,5034.05,False
3780-YVMFA,Female,False,True,True,8,True,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,68.55,564.35,False
8908-NMQTX,Male,False,False,False,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),65.6,4566.5,False
2955-BJZHG,Male,False,True,True,17,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,80.85,1400.85,True
9776-CLUJA,Female,True,True,False,51,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,77.5,3807.35,True
9030-QGZNL,Female,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.85,161.65,False
0268-QKIWO,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.75,58.85,True
1555-HAPSU,Female,False,True,True,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),23.9,1663.5,False
6435-VWCCY,Male,True,True,False,65,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,True,Credit card (automatic),92.7,5968.4,False
1320-GVNHT,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),108.4,7767.25,False
5275-PMFUT,Male,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),64.8,4719.75,False
2988-QRAJY,Male,False,False,False,69,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),110.05,7430.75,False
7274-CGTOD,Male,False,False,False,62,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),43.7,2618.3,False
0442-ZXKVS,Female,True,True,False,54,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),115.6,6431.05,False
1407-DIGZV,Female,False,True,True,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.1,52.0,False
9069-LGEUL,Male,False,True,False,23,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),59.95,1406.0,False
